Sim, Time step, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, Color, X, Y, Reward, Move, 
37, 10, green, 9, 5, -18, Exited, red, 5, 5, -18, Go, ,,,,, ,,,,, , 
37, 11, ,,,,, red, 5, 6, -20, Go, ,,,,, ,,,,, , 
37, 12, ,,,,, red, 5, 7, -22, Go, ,,,,, ,,,,, , 
37, 13, ,,,,, red, 5, 8, -24, Go, ,,,,, ,,,,, , 
37, 14, ,,,,, red, 5, 9, -26, Exited, ,,,,, ,,,,, , 


38, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
38, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
38, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
38, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
38, 5, green, 4, 5, -8, Go, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
38, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
38, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
38, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
38, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
38, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
38, 11, ,,,,, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
38, 12, ,,,,, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 


39, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
39, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
39, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
39, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
39, 5, green, 4, 5, -8, Go, red, 5, 3, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
39, 6, green, 5, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
39, 7, green, 5, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
39, 8, green, 6, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
39, 9, green, 7, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
39, 10, green, 8, 5, -18, Go, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
39, 11, green, 9, 5, -20, Exited, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
39, 12, ,,,,, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 


40, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
40, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
40, 3, green, 3, 5, -4, Stop, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
40, 4, green, 3, 5, -6, Go, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
40, 5, green, 4, 5, -8, Stop, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
40, 6, green, 4, 5, -10, Stop, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
40, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
40, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, white, 5, 9, -14, Exited, ,,,,, , 
40, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, ,,,,, ,,,,, , 
40, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, ,,,,, ,,,,, , 
40, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, ,,,,, ,,,,, , 
40, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, ,,,,, ,,,,, , 
40, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, ,,,,, ,,,,, , 
40, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, ,,,,, ,,,,, , 
40, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Go, ,,,,, ,,,,, , 
40, 16, green, 4, 5, -30, Stop, red, 5, 5, -30, Go, ,,,,, ,,,,, , 
40, 17, green, 4, 5, -32, Go, red, 5, 6, -32, Go, ,,,,, ,,,,, , 
40, 18, green, 5, 5, -34, Go, red, 5, 7, -34, Go, ,,,,, ,,,,, , 
40, 19, green, 6, 5, -36, Go, red, 5, 8, -36, Go, ,,,,, ,,,,, , 
40, 20, green, 7, 5, -38, Go, red, 5, 9, -38, Exited, ,,,,, ,,,,, , 
40, 21, green, 8, 5, -40, Exited, ,,,,, ,,,,, ,,,,, , 


41, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
41, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
41, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Go, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
41, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
41, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
41, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
41, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
41, 8, green, 4, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
41, 9, green, 5, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
41, 10, green, 6, 5, -18, Go, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
41, 11, green, 7, 5, -20, Go, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
41, 12, green, 8, 5, -22, Go, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 
41, 13, green, 9, 5, -24, Exited, ,,,,, ,,,,, ,,,,, , 


42, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
42, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
42, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
42, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
42, 5, green, 4, 5, -8, Stop, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
42, 6, green, 4, 5, -10, Stop, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
42, 7, green, 4, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
42, 8, green, 5, 5, -19, Crashed, red, 5, 5, -19, Crashed, white, 5, 9, -14, Exited, ,,,,, , 



43, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
43, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
43, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
43, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
43, 5, green, 4, 5, -8, Go, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
43, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
43, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
43, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
43, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
43, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
43, 11, ,,,,, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
43, 12, ,,,,, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 


44, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
44, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
44, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
44, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
44, 5, green, 4, 5, -8, Go, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
44, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
44, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
44, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
44, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
44, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
44, 11, ,,,,, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
44, 12, ,,,,, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 


45, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
45, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
45, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
45, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
45, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
45, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
45, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
45, 8, green, 4, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
45, 9, green, 5, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
45, 10, green, 6, 5, -18, Go, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
45, 11, green, 7, 5, -20, Go, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
45, 12, green, 8, 5, -22, Go, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 
45, 13, green, 9, 5, -24, Exited, ,,,,, ,,,,, ,,,,, , 


46, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
46, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
46, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
46, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
46, 5, green, 4, 5, -8, Stop, red, 5, 3, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
46, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
46, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
46, 8, green, 4, 5, -14, Stop, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
46, 9, green, 4, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
46, 10, green, 5, 5, -18, Go, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
46, 11, green, 6, 5, -20, Go, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
46, 12, green, 7, 5, -22, Go, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 
46, 13, green, 8, 5, -24, Go, ,,,,, ,,,,, ,,,,, , 
46, 14, green, 9, 5, -26, Exited, ,,,,, ,,,,, ,,,,, , 


47, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
47, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
47, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
47, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
47, 5, green, 4, 5, -8, Go, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
47, 6, green, 5, 5, -10, Go, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
47, 7, green, 6, 5, -12, Go, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
47, 8, green, 7, 5, -14, Go, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
47, 9, green, 8, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
47, 10, green, 9, 5, -18, Exited, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
47, 11, ,,,,, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
47, 12, ,,,,, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 


48, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
48, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Stop, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
48, 3, green, 3, 5, -4, Go, red, 5, 2, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
48, 4, green, 4, 5, -6, Stop, red, 5, 2, -6, Stop, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
48, 5, green, 4, 5, -8, Stop, red, 5, 2, -8, Go, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
48, 6, green, 4, 5, -10, Stop, red, 5, 3, -10, Go, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
48, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
48, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, white, 5, 9, -14, Exited, ,,,,, , 
48, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, ,,,,, ,,,,, , 
48, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, ,,,,, ,,,,, , 
48, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, ,,,,, ,,,,, , 
48, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, ,,,,, ,,,,, , 
48, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, ,,,,, ,,,,, , 
48, 14, green, 4, 5, -26, Stop, red, 5, 4, -26, Stop, ,,,,, ,,,,, , 
48, 15, green, 4, 5, -28, Stop, red, 5, 4, -28, Stop, ,,,,, ,,,,, , 
48, 16, green, 4, 5, -30, Stop, red, 5, 4, -30, Stop, ,,,,, ,,,,, , 
48, 17, green, 4, 5, -32, Stop, red, 5, 4, -32, Go, ,,,,, ,,,,, , 
48, 18, green, 4, 5, -34, Go, red, 5, 5, -34, Go, ,,,,, ,,,,, , 
48, 19, green, 5, 5, -36, Go, red, 5, 6, -36, Go, ,,,,, ,,,,, , 
48, 20, green, 6, 5, -38, Go, red, 5, 7, -38, Go, ,,,,, ,,,,, , 
48, 21, green, 7, 5, -40, Exited, red, 5, 8, -40, Exited, ,,,,, ,,,,, , 


49, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
49, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
49, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
49, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
49, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
49, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
49, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Go, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
49, 8, green, 4, 5, -14, Stop, red, 5, 5, -14, Go, white, 5, 9, -14, Exited, ,,,,, , 
49, 9, green, 4, 5, -16, Go, red, 5, 6, -16, Go, ,,,,, ,,,,, , 
49, 10, green, 5, 5, -18, Go, red, 5, 7, -18, Go, ,,,,, ,,,,, , 
49, 11, green, 6, 5, -20, Go, red, 5, 8, -20, Go, ,,,,, ,,,,, , 
49, 12, green, 7, 5, -22, Go, red, 5, 9, -22, Exited, ,,,,, ,,,,, , 
49, 13, green, 8, 5, -24, Go, ,,,,, ,,,,, ,,,,, , 
49, 14, green, 9, 5, -26, Exited, ,,,,, ,,,,, ,,,,, , 


50, 1, green, 1, 5, 0, Go, red, 5, 1, 0, Go, white, 5, 2, 0, Go, white, 5, 3, 0, Go, , 
50, 2, green, 2, 5, -2, Go, red, 5, 2, -2, Go, white, 5, 3, -2, Go, white, 5, 4, -2, Go, , 
50, 3, green, 3, 5, -4, Go, red, 5, 3, -4, Stop, white, 5, 4, -4, Go, white, 5, 5, -4, Go, , 
50, 4, green, 4, 5, -6, Stop, red, 5, 3, -6, Go, white, 5, 5, -6, Go, white, 5, 6, -6, Go, , 
50, 5, green, 4, 5, -8, Stop, red, 5, 4, -8, Stop, white, 5, 6, -8, Go, white, 5, 7, -8, Go, , 
50, 6, green, 4, 5, -10, Stop, red, 5, 4, -10, Stop, white, 5, 7, -10, Go, white, 5, 8, -10, Go, , 
50, 7, green, 4, 5, -12, Stop, red, 5, 4, -12, Stop, white, 5, 8, -12, Go, white, 5, 9, -12, Exited, , 
50, 8, green, 4, 5, -14, Stop, red, 5, 4, -14, Stop, white, 5, 9, -14, Exited, ,,,,, , 
50, 9, green, 4, 5, -16, Stop, red, 5, 4, -16, Stop, ,,,,, ,,,,, , 
50, 10, green, 4, 5, -18, Stop, red, 5, 4, -18, Stop, ,,,,, ,,,,, , 
50, 11, green, 4, 5, -20, Stop, red, 5, 4, -20, Stop, ,,,,, ,,,,, , 
50, 12, green, 4, 5, -22, Stop, red, 5, 4, -22, Stop, ,,,,, ,,,,, , 
50, 13, green, 4, 5, -24, Stop, red, 5, 4, -24, Stop, ,,,,, ,,,,, , 
50, 14, green, 4, 5, -26, Go, red, 5, 4, -26, Stop, ,,,,, ,,,,, , 
50, 15, green, 5, 5, -28, Go, red, 5, 4, -28, Go, ,,,,, ,,,,, , 
50, 16, green, 6, 5, -30, Go, red, 5, 5, -30, Go, ,,,,, ,,,,, , 
50, 17, green, 7, 5, -32, Go, red, 5, 6, -32, Go, ,,,,, ,,,,, , 
50, 18, green, 8, 5, -34, Go, red, 5, 7, -34, Go, ,,,,, ,,,,, , 
50, 19, green, 9, 5, -36, Exited, red, 5, 8, -36, Go, ,,,,, ,,,,, , 
50, 20, ,,,,, red, 5, 9, -38, Exited, ,,,,, ,,,,, , 


