Time_stamp,green_car_x,green_car_y,green_car_reward,red_car_x,red_car_y,red_car_reward,white_car_x,white_car_y,white_car_reward,green_car_decision,red_car_decision,white_car_decision,Simulation
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,,,,,,,,,,,,,36
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,37
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,37
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,37
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,37
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,37
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,37
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,37
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,37
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,37
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,,,,,,,,,,,,,37
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,38
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,38
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,38
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,38
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,38
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,38
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,38
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,38
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,38
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,,,,,,,,,,,,,38
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,39
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,39
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,39
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,39
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,39
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,39
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,39
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,39
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,39
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,,,,,,,,,,,,,39
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,40
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,40
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,40
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,40
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,40
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,40
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,40
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,40
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,40
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,,,,,,,,,,,,,40
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,41
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,41
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,41
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,41
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,41
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,41
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,41
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,41
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,41
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,,,,,,,,,,,,,41
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,42
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,42
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,42
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,42
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,42
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,42
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,42
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,42
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,42
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,,,,,,,,,,,,,42
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,43
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,43
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,43
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,43
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,43
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,43
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,43
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,43
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,43
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,,,,,,,,,,,,,43
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,44
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,44
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,44
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,44
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,44
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,44
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,44
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,44
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,44
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,,,,,,,,,,,,,44
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,45
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,45
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,45
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,45
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,45
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,45
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,45
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,45
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,45
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,,,,,,,,,,,,,45
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,46
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,46
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,46
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,46
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,46
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,46
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,46
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,46
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,46
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,,,,,,,,,,,,,46
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,47
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,47
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,47
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,47
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,47
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,47
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,47
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,47
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,47
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,,,,,,,,,,,,,47
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,48
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,48
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,48
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,48
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,48
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,48
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,48
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,48
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,48
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
